Frame,Value
23927,359
23928,346
23929,351
23930,344
23931,356
23932,356
23933,355
23934,353
23935,355
23936,352
23937,350
23938,356
23939,349
23940,353
23941,358
23942,367
23943,345
23944,357
23945,364
23946,360
23947,344
23948,349
23949,362
23950,364
23951,344
23952,359
23953,342
23954,350
23955,355
23956,346
23957,364
23958,364
23959,365
23960,367
23961,353
23962,355
23963,349
23964,350
23965,350
23966,357
23967,353
23968,357
23969,343
23970,349
23971,342
23972,364
23973,362
23974,348
23975,341
23976,370
23977,358
23978,368
23979,366
23980,353
23981,368
23982,366
23983,350
23984,369
23985,368
23986,344
23987,369
23988,347
23989,343
23990,348
23991,350
23992,362
23993,355
23994,348
23995,359
23996,346
23997,369
23998,340
23999,348
24000,345
24001,344
24002,341
24003,349
24004,362
24005,347
24006,361
24007,346
24008,354
24009,345
24010,345
24011,341
24012,364
24013,356
24014,369
24015,344
24016,360
24017,369
24018,340
24019,351
24020,350
24021,354
24022,349
24023,343
24024,342
24025,344
24026,359
24027,346
24028,355
24029,365
24030,352
24031,369
24032,346
24033,357
24034,356
24035,349
24036,361
24037,357
24038,365
24039,367
24040,369
24041,359
24042,363
24043,352
24044,357
24045,366
24046,355
24047,365
24048,343
24049,361
24050,352
24051,370
24052,340
24053,369
24054,352
24055,349
24056,367
24057,356
24058,346
24059,346
24060,363
24061,356
24062,358
24063,340
24064,368
24065,365
24066,365
24067,353
24068,345
24069,348
24070,363
24071,354
24072,363
24073,355
24074,365
24075,369
24076,365
24077,346
24078,367
24079,346
24080,367
24081,360
24082,345
24083,347
24084,351
24085,354
24086,356
24087,340
24088,347
24089,343
24090,344
24091,363
24092,343
24093,351
24094,364
24095,345
24096,347
24097,347
24098,369
24099,353
24100,366
24101,352
24102,341
24103,356
24104,368
24105,350
24106,363
24107,352
24108,366
24109,341
24110,344
24111,341
24112,367
24113,340
24114,355
24115,370
24116,344
24117,346
24118,362
24119,365
24120,355
24121,366
24122,351
24123,343
24124,342
24125,364
24126,343
24127,344
24128,345
24129,363
24130,349
24131,353
24132,346
24133,352
24134,364
24135,350
24136,347
24137,340
24138,353
24139,357
24140,356
24141,366
24142,358
24143,364
24144,365
24145,370
24146,349
24147,361
24148,343
24149,356
24150,349
24151,354
24152,346
24153,365
24154,363
24155,362
24156,341
24157,359
24158,357
24159,356
24160,365
24161,361
24162,363
24163,356
24164,351
24165,344
24166,367
24167,341
24168,366
24169,360
24170,369
24171,343
24172,349
24173,347
24174,366
24175,363
24176,355
24177,362
24178,348
24179,353
24180,347
24181,353
24182,362
24183,344
24184,353
24185,370
24186,359
24187,367
24188,362
24189,345
24190,341
24191,345
24192,349
24193,352
24194,351
24195,370
24196,357
24197,356
24198,360
24199,364
24200,353
24201,347
24202,362
24203,352
24204,340
24205,346
24206,361
24207,365
24208,347
24209,352
24210,361
24211,367
24212,350
24213,350
24214,357
24215,368
24216,369
24217,361
24218,368
24219,340
24220,351
24221,358
24222,343
24223,354
24224,359
24225,359
24226,347
24227,347
24228,349
24229,369
24230,346
24231,356
24232,363
24233,360
24234,349
24235,348
24236,350
24237,343
24238,349
24239,357
24240,350
24241,362
24242,348
24243,366
24244,344
24245,369
24246,340
24247,355
24248,354
24249,340
24250,360
24251,346
24252,354
24253,347
24254,349
24255,346
24256,361
24257,364
24258,356
24259,368
24260,353
24261,363
24262,346
24263,358
24264,358
24265,351
24266,351
24267,355
24268,342
24269,347
24270,344
24271,350
24272,341
24273,353
24274,352
24275,359
24276,341
24277,356
24278,366
24279,346
24280,370
24281,365
24282,351
24283,360
24284,355
24285,359
24286,350
24287,357
24288,351
24289,341
24290,353
24291,352
24292,357
24293,364
24294,363
24295,340
24296,367
24297,362
24298,346
24299,341
24300,352
24301,343
24302,362
24303,364
24304,360
24305,368
24306,368
24307,350
24308,352
24309,341
24310,367
24311,341
24312,342
24313,370
24314,350
24315,362
24316,364
24317,346
24318,354
24319,370
24320,348
24321,352
24322,348
24323,361
24324,355
24325,356
24326,347
24327,349
24328,357
24329,353
24330,343
24331,349
24332,358
24333,363
24334,357
24335,365
24336,362
24337,367
24338,365
24339,365
24340,369
24341,363
24342,357
24343,359
24344,351
24345,346
24346,343
24347,352
24348,344
24349,344
24350,366
24351,349
24352,354
24353,353
24354,358
24355,355
24356,356
24357,344
24358,360
24359,347
24360,344
24361,351
24362,354
24363,364
24364,352
24365,348
24366,352
24367,354
24368,340
24369,344
24370,342
24371,359
24372,360
24373,363
24374,366
24375,352
24376,346
24377,350
24378,357
24379,361
24380,361
24381,350
24382,348
24383,359
24384,356
24385,362
24386,347
24387,347
24388,367
24389,362
24390,360
24391,359
24392,340
24393,341
24394,354
24395,343
24396,342
24397,354
24398,367
24399,343
24400,355
24401,368
24402,346
24403,362
24404,343
24405,353
24406,369
24407,353
24408,359
24409,349
24410,347
24411,351
24412,345
24413,368
24414,370
24415,340
24416,353
24417,366
24418,369
24419,341
24420,356
24421,370
24422,368
24423,350
24424,356
24425,355
24426,368
24427,363
24428,344
24429,358
24430,362
24431,361
24432,354
24433,343
24434,357
24435,368
24436,342
24437,363
24438,351
24439,368
24440,350
24441,341
24442,349
24443,352
24444,360
24445,366
24446,345
24447,367
24448,355
24449,362
24450,345
24451,347
24452,369
24453,355
24454,344
24455,352
24456,359
24457,369
24458,343
24459,367
24460,341
24461,367
24462,356
24463,359
24464,370
24465,345
24466,351
24467,365
24468,341
24469,352
24470,350
24471,351
24472,354
24473,345
24474,347
24475,362
24476,356
24477,366
24478,340
24479,368
24480,345
24481,358
24482,370
24483,348
24484,366
24485,346
24486,360
24487,365
24488,367
24489,358
24490,357
24491,345
24492,361
24493,361
24494,349
24495,353
24496,353
24497,359
24498,362
24499,366
24500,353
24501,345
24502,369
24503,348
24504,368
24505,342
24506,359
24507,342
24508,344
24509,355
24510,354
24511,343
24512,344
24513,358
24514,345
24515,354
24516,357
24517,369
24518,351
24519,340
24520,346
24521,358
24522,364
24523,363
24524,341
24525,369
24526,364
24527,369
24528,363
24529,363
24530,340
24531,345
24532,347
24533,360
24534,359
24535,349
24536,361
24537,355
24538,354
24539,369
24540,341
24541,354
24542,369
24543,346
24544,362
24545,349
24546,355
24547,357
24548,367
24549,361
24550,356
24551,350
24552,350
24553,345
24554,361
24555,363
24556,364
24557,358
24558,344
24559,342
24560,352
24561,354
24562,340
24563,361
24564,366
24565,345
24566,349
24567,368
24568,360
24569,363
24570,349
24571,369
24572,364
24573,351
24574,344
24575,344
24576,357
24577,350
24578,354
24579,362
24580,358
24581,368
24582,346
24583,348
24584,364
24585,346
24586,369
24587,344
24588,346
24589,355
24590,347
24591,355
24592,364
24593,370
24594,345
24595,363
24596,367
24597,357
24598,344
24599,348
24600,351
24601,342
24602,342
24603,360
24604,369
24605,346
24606,344
24607,341
24608,342
24609,345
24610,348
24611,365
24612,370
24613,364
24614,352
24615,363
24616,370
24617,370
24618,357
24619,341
24620,366
24621,369
24622,363
24623,355
24624,346
24625,365
24626,369
24627,359
24628,363
24629,349
24630,348
24631,362
24632,344
24633,369
24634,353
24635,357
24636,344
24637,357
24638,348
24639,362
24640,361
24641,342
24642,368
24643,343
24644,370
24645,359
24646,344
24647,354
24648,356
24649,345
24650,354
24651,340
24652,365
24653,348
24654,351
24655,342
24656,348
24657,345
24658,354
24659,343
24660,365
24661,348
24662,369
24663,365
24664,344
24665,363
24666,344
24667,349
24668,363
24669,361
24670,340
24671,356
24672,341
24673,350
24674,357
24675,356
24676,357
24677,362
24678,370
24679,340
24680,367
24681,343
24682,365
24683,358
24684,358
24685,368
24686,352
24687,364
24688,354
24689,363
24690,355
24691,340
24692,340
24693,365
24694,357
24695,355
24696,360
24697,344
24698,366
24699,343
24700,358
24701,340
24702,362
24703,343
24704,352
24705,369
24706,343
24707,350
24708,341
24709,354
24710,360
24711,357
24712,365
24713,355
24714,363
24715,359
24716,346
24717,340
24718,351
24719,347
24720,351
24721,355
24722,352
24723,348
24724,359
24725,369
24726,347
24727,362
24728,345
24729,358
24730,360
24731,350
24732,368
24733,368
24734,350
24735,356
24736,355
24737,355
24738,368
24739,350
24740,349
24741,365
24742,346
24743,356
24744,366
24745,364
24746,359
24747,359
24748,363
24749,354
24750,363
24751,342
24752,362
24753,348
24754,358
24755,358
24756,368
24757,364
24758,364
24759,363
24760,355
24761,369
24762,359
24763,353
24764,351
24765,345
24766,359
24767,348
24768,342
24769,366
24770,344
24771,367
24772,344
24773,344
24774,360
24775,341
24776,347
24777,350
24778,340
24779,351
24780,353
24781,360
24782,360
24783,359
24784,343
24785,341
24786,345
24787,355
24788,367
24789,369
24790,367
24791,351
24792,357
24793,365
24794,355
24795,361
24796,348
24797,343
24798,356
24799,342
24800,365
24801,366
24802,345
24803,345
24804,347
24805,359
24806,366
24807,367
24808,351
24809,344
24810,368
24811,356
24812,364
24813,370
24814,367
24815,344
24816,350
24817,355
24818,367
24819,358
24820,359
24821,355
24822,356
24823,367
24824,344
24825,345
24826,357
24827,357
24828,350
24829,347
24830,347
24831,370
24832,359
24833,340
24834,340
24835,360
24836,342
24837,353
24838,352
24839,351
24840,354
24841,344
24842,345
24843,363
24844,342
24845,354
24846,369
24847,364
24848,366
24849,361
24850,348
24851,370
24852,365
24853,364
24854,350
24855,369
24856,349
24857,362
24858,347
24859,362
24860,362
24861,359
24862,348
24863,362
24864,357
24865,360
24866,354
24867,350
24868,346
24869,342
24870,365
24871,368
24872,366
24873,357
24874,359
24875,346
24876,361
24877,361
24878,370
24879,341
24880,361
24881,350
24882,348
24883,366
24884,350
24885,357
24886,343
24887,369
24888,361
24889,351
24890,342
24891,346
24892,367
24893,351
24894,343
24895,349
24896,363
24897,342
24898,369
24899,345
24900,368
24901,342
24902,360
24903,348
24904,354
24905,340
24906,356
24907,370
24908,346
24909,342
24910,360
24911,352
24912,348
24913,341
24914,351
24915,362
24916,351
24917,361
24918,366
24919,347
24920,364
24921,352
24922,351
24923,355
24924,358
24925,358
24926,355
24927,369
24928,361
24929,366
24930,352
24931,341
24932,354
24933,365
24934,366
24935,357
24936,347
24937,354
24938,349
24939,345
24940,358
24941,343
24942,348
24943,340
24944,346
24945,368
24946,352
24947,369
24948,349
24949,344
24950,370
24951,356
24952,368
24953,365
24954,364
24955,354
24956,346
24957,340
24958,356
24959,355
24960,357
24961,364
24962,344
24963,346
24964,344
24965,361
24966,353
24967,360
24968,357
24969,370
24970,354
24971,351
24972,343
24973,344
24974,359
24975,355
24976,356
24977,347
24978,350
24979,353
24980,367
24981,343
24982,369
24983,362
24984,343
24985,352
24986,366
24987,361
24988,345
24989,359
24990,350
24991,348
24992,359
24993,346
24994,358
24995,370
24996,351
24997,345
24998,351
24999,360
25000,355
25001,343
25002,370
25003,340
25004,370
25005,348
25006,359
25007,357
25008,352
25009,348
25010,356
25011,370
25012,357
25013,362
25014,359
25015,355
25016,350
25017,342
25018,360
25019,354
25020,370
25021,345
25022,356
25023,365
25024,370
25025,362
25026,355
25027,360
25028,357
25029,356
25030,355
25031,348
25032,342
25033,341
25034,352
25035,352
25036,361
25037,345
25038,346
25039,370
25040,368
25041,350
25042,363
25043,364
25044,350
25045,362
25046,353
25047,340
25048,348
25049,344
25050,369
25051,369
25052,343
25053,356
25054,346
25055,368
25056,344
25057,370
25058,359
25059,364
25060,368
25061,367
25062,365
25063,354
25064,350
25065,367
25066,369
25067,353
25068,350
25069,342
25070,340
25071,364
25072,361
25073,341
25074,349
25075,364
25076,340
25077,362
25078,341
25079,345
25080,361
25081,362
25082,341
25083,366
25084,344
25085,344
25086,346
25087,368
25088,357
25089,359
25090,354
25091,344
25092,369
25093,367
25094,343
25095,348
25096,348
25097,352
25098,367
25099,361
25100,340
25101,359
25102,354
25103,368
25104,343
25105,362
25106,346
25107,354
25108,359
25109,342
25110,344
25111,348
25112,360
25113,369
25114,345
25115,352
25116,351
25117,361
25118,351
25119,366
25120,347
25121,357
25122,353
25123,351
25124,350
25125,357
25126,348
25127,370
25128,354
25129,361
25130,347
25131,340
25132,367
25133,346
25134,353
25135,355
25136,361
25137,353
25138,362
25139,362
25140,348
25141,355
25142,355
25143,347
25144,354
25145,367
25146,346
25147,370
25148,363
25149,366
25150,363
25151,342
25152,352
25153,351
25154,353
25155,367
25156,369
25157,353
25158,362
25159,347
25160,350
25161,345
25162,358
25163,366
25164,368
25165,366
25166,360
25167,362
25168,342
25169,365
25170,353
25171,370
25172,366
25173,353
25174,350
25175,342
25176,352
25177,365
25178,356
25179,370
25180,340
25181,347
25182,370
25183,361
25184,356
25185,353
25186,367
25187,368
25188,364
25189,343
25190,348
25191,366
25192,363
25193,351
25194,359
25195,342
25196,342
25197,342
25198,340
25199,364
25200,344
25201,342
25202,354
25203,361
25204,362
25205,344
25206,356
25207,346
25208,345
25209,349
25210,340
25211,357
25212,350
25213,360
25214,347
25215,359
25216,343
25217,363
25218,356
25219,357
25220,362
25221,351
25222,357
25223,369
25224,367
25225,367
25226,342
25227,368
25228,359
25229,343
25230,341
25231,362
25232,366
25233,355
25234,362
25235,356
25236,349
25237,347
25238,340
25239,361
25240,365
25241,360
25242,360
25243,355
25244,352
25245,358
25246,368
25247,348
25248,347
25249,353
25250,358
25251,354
25252,347
25253,344
25254,352
25255,350
25256,343
25257,347
25258,353
25259,349
25260,361
25261,343
25262,370
25263,340
25264,367
25265,340
25266,342
25267,350
25268,360
25269,370
25270,360
25271,354
25272,350
25273,357
25274,345
25275,347
25276,364
25277,360
25278,359
25279,355
25280,357
25281,365
25282,347
25283,349
25284,351
25285,363
25286,370
25287,350
25288,350
25289,344
25290,361
25291,355
25292,366
25293,368
25294,348
25295,369
25296,357
25297,354
25298,362
25299,365
25300,362
25301,342
25302,362
25303,340
25304,361
25305,366
25306,364
25307,354
25308,352
25309,351
25310,347
25311,346
25312,354
25313,344
25314,364
25315,341
25316,363
25317,365
25318,358
25319,359
25320,367
25321,341
25322,353
25323,362
25324,341
25325,368
25326,369
25327,353
25328,345
25329,359
25330,364
25331,368
25332,340
25333,369
25334,342
25335,369
25336,358
25337,346
25338,350
25339,362
25340,345
25341,344
25342,360
25343,359
25344,353
25345,343
25346,362
25347,350
25348,355
25349,364
25350,364
25351,354
25352,368
25353,343
25354,354
25355,354
25356,341
25357,348
25358,348
25359,368
25360,361
25361,345
25362,367
25363,370
25364,370
25365,352
25366,342
25367,354
25368,358
25369,355
25370,363
25371,367
25372,358
25373,352
25374,353
25375,365
25376,354
25377,366
25378,363
25379,342
25380,348
25381,360
25382,361
25383,354
25384,363
25385,352
25386,369
25387,354
25388,358
25389,367
25390,361
25391,363
25392,350
25393,343
25394,361
25395,357
25396,366
25397,366
25398,368
25399,343
25400,356
25401,359
25402,359
25403,342
25404,351
25405,364
25406,360
25407,361
25408,354
25409,343
25410,355
25411,354
25412,351
25413,347
25414,343
25415,350
25416,358
25417,345
25418,369
25419,362
25420,364
25421,359
25422,351
25423,358
25424,344
25425,361
25426,368
25427,349
25428,344
25429,364
25430,366
25431,346
25432,346
25433,354
25434,359
25435,351
25436,368
25437,370
25438,342
25439,365
25440,341
25441,349
25442,362
25443,352
25444,341
25445,342
25446,344
25447,341
25448,360
25449,347
25450,350
25451,346
25452,341
25453,343
25454,353
25455,360
25456,365
25457,345
25458,352
25459,359
25460,344
25461,358
25462,362
25463,364
25464,349
25465,354
25466,370
25467,369
25468,355
25469,359
25470,351
25471,345
25472,344
25473,348
25474,369
25475,364
25476,360
25477,367
25478,352
25479,343
25480,350
25481,369
25482,358
25483,340
25484,355
25485,361
25486,350
25487,347
25488,351
25489,354
25490,365
25491,353
25492,345
25493,356
25494,363
25495,355
25496,341
25497,351
25498,357
25499,351
25500,367
25501,369
25502,346
25503,362
25504,355
25505,355
25506,370
25507,354
25508,353
25509,366
25510,358
25511,358
25512,356
25513,366
25514,347
25515,370
25516,343
25517,367
25518,351
25519,359
25520,345
25521,367
25522,360
25523,341
25524,354
25525,369
25526,350
25527,343
25528,352
25529,366
25530,358
25531,357
25532,354
25533,344
25534,352
25535,363
25536,359
25537,351
25538,366
25539,360
25540,344
25541,343
25542,361
25543,361
25544,364
25545,370
25546,360
25547,348
25548,356
25549,351
25550,348
25551,351
25552,362
25553,344
25554,351
25555,358
25556,356
25557,354
25558,359
25559,342
25560,368
25561,367
25562,348
25563,363
25564,364
25565,341
25566,355
25567,348
25568,366
25569,346
25570,358
25571,359
25572,358
25573,357
25574,349
25575,354
25576,370
25577,369
25578,360
25579,349
25580,354
25581,340
25582,360
25583,361
25584,352
25585,357
25586,363
25587,362
25588,353
25589,361
25590,363
25591,362
25592,355
25593,369
25594,362
25595,346
25596,353
25597,343
25598,346
25599,344
25600,340
25601,352
25602,370
25603,342
25604,350
25605,348
25606,359
25607,346
25608,356
25609,340
25610,341
25611,350
25612,366
25613,349
25614,340
25615,361
25616,360
25617,342
25618,359
25619,342
25620,365
25621,342
25622,363
25623,360
25624,356
25625,356
25626,355
25627,355
25628,343
25629,351
25630,340
25631,362
25632,344
25633,363
25634,369
25635,356
25636,365
25637,370
25638,363
25639,367
25640,343
25641,348
25642,367
25643,354
25644,347
25645,347
25646,342
25647,368
25648,358
25649,367
25650,370
25651,348
25652,347
25653,367
25654,340
25655,349
25656,366
25657,345
25658,345
25659,359
25660,349
25661,355
25662,365
25663,361
25664,355
25665,368
25666,341
25667,359
25668,347
25669,349
25670,352
25671,361
25672,368
25673,361
25674,360
25675,358
25676,345
25677,365
25678,358
25679,341
25680,345
25681,352
25682,367
25683,360
25684,367
25685,340
25686,354
25687,347
25688,365
25689,361
25690,341
25691,365
25692,369
25693,344
25694,357
25695,353
25696,345
25697,357
25698,356
25699,347
25700,359
25701,367
25702,369
25703,370
25704,363
25705,355
25706,341
25707,345
25708,348
25709,365
25710,349
25711,354
25712,351
25713,370
25714,346
25715,342
25716,362
25717,362
25718,363
25719,370
25720,364
25721,359
25722,342
25723,345
25724,347
25725,362
25726,360
25727,367
25728,349
25729,364
25730,365
25731,358
25732,359
25733,359
25734,361
25735,361
25736,355
25737,340
25738,366
25739,341
25740,367
25741,342
25742,341
25743,341
25744,367
25745,344
25746,355
25747,352
25748,354
25749,354
25750,357
25751,351
25752,349
25753,345
25754,345
25755,345
25756,346
25757,361
25758,358
25759,343
25760,367
25761,356
25762,347
25763,344
25764,345
25765,341
25766,360
25767,341
25768,351
25769,357
25770,366
25771,361
25772,369
25773,341
25774,357
25775,355
25776,366
25777,363
25778,364
25779,350
25780,344
25781,359
25782,345
25783,347
25784,363
25785,360
25786,344
25787,361
25788,361
25789,340
25790,366
25791,343
25792,347
25793,355
25794,347
25795,367
25796,348
25797,360
25798,364
25799,348
25800,341
25801,370
25802,369
25803,344
25804,368
25805,354
25806,350
25807,367
25808,358
25809,346
25810,370
25811,352
25812,362
25813,341
25814,364
25815,356
25816,366
25817,363
25818,348
25819,361
25820,348
25821,342
25822,354
25823,370
25824,345
25825,341
25826,357
25827,362
25828,356
25829,343
25830,349
25831,340
25832,353
25833,347
25834,363
25835,346
25836,342
25837,366
25838,364
25839,361
25840,363
25841,369
25842,340
25843,367
25844,341
25845,370
25846,369
25847,360
25848,362
25849,357
25850,361
25851,347
25852,341
25853,359
25854,363
25855,349
25856,342
25857,363
25858,358
25859,345
25860,351
25861,343
25862,356
25863,341
25864,357
25865,350
25866,348
25867,361
25868,370
25869,360
25870,365
25871,368
25872,365
25873,362
25874,365
25875,360
25876,355
25877,346
25878,352
25879,340
25880,359
25881,368
25882,351
25883,362
25884,342
25885,364
25886,364
25887,370
25888,353
25889,340
25890,357
25891,364
25892,350
25893,361
25894,343
25895,356
25896,340
25897,370
25898,366
25899,370
25900,340
25901,357
25902,370
25903,366
25904,352
25905,342
25906,358
25907,370
25908,358
25909,347
25910,367
25911,360
25912,364
25913,342
25914,345
25915,360
25916,356
25917,344
25918,367
25919,361
25920,351
25921,346
25922,369
25923,349
25924,340
25925,370
25926,368
25927,355
25928,362
25929,347
25930,359
25931,366
25932,348
25933,350
25934,365
25935,354
25936,354
25937,349
25938,347
25939,351
25940,358
25941,366
25942,351
25943,369
25944,357
25945,356
25946,362
25947,341
25948,369
25949,349
25950,354
25951,359
25952,352
25953,346
25954,369
25955,363
25956,360
25957,363
25958,358
25959,362
25960,349
25961,351
25962,340
25963,362
25964,362
25965,350
25966,369
25967,363
25968,352
25969,355
25970,340
25971,370
25972,368
25973,368
25974,352
25975,353
25976,346
25977,343
25978,350
25979,355
25980,358
25981,342
25982,368
25983,361
25984,361
25985,346
25986,342
25987,352
25988,367
25989,355
25990,355
25991,368
25992,362
25993,350
25994,347
25995,365
25996,351
25997,353
25998,340
25999,370
26000,369
26001,369
26002,369
26003,364
26004,359
26005,352
26006,364
26007,341
26008,353
26009,350
26010,343
26011,360
26012,363
26013,359
26014,368
26015,361
26016,355
26017,350
26018,363
26019,349
26020,346
26021,363
26022,355
26023,356
26024,358
26025,356
26026,362
26027,366
26028,347
26029,358
26030,354
26031,346
26032,364
26033,347
26034,345
26035,354
26036,353
26037,356
26038,352
26039,359
26040,357
26041,342
26042,359
26043,363
26044,362
26045,348
26046,360
26047,362
26048,346
26049,344
26050,341
26051,342
26052,351
26053,361
26054,341
26055,345
26056,340
26057,363
26058,370
26059,370
26060,362
26061,364
26062,345
26063,345
26064,370
26065,345
26066,364
26067,351
26068,348
26069,341
26070,343
26071,356
26072,362
26073,355
26074,348
26075,344
26076,368
26077,367
26078,341
26079,369
26080,364
26081,355
26082,347
26083,355
26084,370
26085,365
26086,344
26087,351
26088,341
26089,362
26090,363
26091,347
26092,349
26093,368
26094,360
26095,343
26096,349
26097,359
26098,353
26099,363
26100,365
26101,359
26102,360
26103,355
26104,353
26105,361
26106,353
26107,370
26108,365
26109,348
26110,344
26111,362
26112,357
26113,365
26114,366
26115,359
26116,354
26117,345
26118,351
26119,352
26120,350
26121,344
26122,345
26123,365
26124,366
26125,368
26126,367
26127,348
26128,342
26129,362
26130,361
26131,340
26132,340
26133,370
26134,355
26135,367
26136,360
26137,368
26138,350
26139,360
26140,342
26141,354
26142,353
26143,349
26144,348
26145,340
26146,361
26147,348
26148,362
26149,343
26150,349
26151,358
26152,352
26153,360
26154,366
26155,355
26156,368
26157,353
26158,364
26159,354
26160,369
26161,361
26162,370
26163,361
26164,348
26165,351
26166,357
26167,341
26168,358
26169,357
26170,347
26171,351
26172,364
26173,356
26174,356
26175,367
26176,346
26177,346
26178,352
26179,349
26180,360
26181,344
26182,345
26183,361
26184,344
26185,368
26186,369
26187,360
26188,346
26189,363
26190,342
26191,360
26192,365
26193,358
26194,364
26195,363
26196,344
26197,344
26198,369
26199,358
26200,340
26201,368
26202,353
26203,341
26204,359
26205,349
26206,365
26207,349
26208,350
26209,357
26210,368
26211,345
26212,367
26213,352
26214,364
26215,341
26216,341
26217,342
26218,346
26219,369
26220,361
26221,354
26222,362
26223,343
26224,355
26225,355
26226,344
26227,360
26228,345
26229,345
26230,358
26231,342
26232,345
26233,346
26234,356
26235,356
26236,362
26237,359
26238,369
26239,365
26240,365
26241,340
26242,369
26243,366
26244,343
26245,348
26246,370
26247,364
26248,368
26249,355
26250,348
26251,364
26252,347
26253,359
26254,348
26255,341
26256,369
26257,362
26258,344
26259,348
26260,354
26261,342
26262,370
26263,340
26264,359
26265,370
26266,358
26267,366
26268,346
26269,364
26270,341
26271,342
26272,357
26273,343
26274,370
26275,341
26276,359
26277,354
26278,354
26279,368
26280,341
26281,359
26282,352
26283,359
26284,366
26285,348
26286,350
26287,355
26288,352
26289,364
26290,347
26291,364
26292,345
26293,348
26294,366
26295,364
26296,359
26297,362
26298,351
26299,344
26300,360
26301,353
26302,362
26303,350
26304,345
26305,358
26306,360
26307,369
26308,364
26309,347
26310,353
26311,359
26312,365
26313,356
26314,342
26315,355
26316,340
26317,347
26318,359
26319,345
26320,348
26321,360
26322,363
26323,352
26324,345
26325,357
26326,358
26327,350
26328,354
26329,356
26330,357
26331,363
26332,342
26333,369
26334,351
26335,368
26336,365
26337,367
26338,361
26339,343
26340,367
26341,356
26342,352
26343,358
26344,343
26345,349
26346,363
26347,354
26348,355
26349,346
26350,354
26351,348
26352,355
26353,345
26354,368
26355,346
26356,350
26357,362
26358,367
26359,369
26360,358
26361,342
26362,343
26363,352
26364,350
26365,344
26366,363
26367,358
26368,342
26369,347
26370,364
26371,370
26372,355
26373,342
26374,347
26375,359
26376,342
26377,362
26378,347
26379,350
26380,357
26381,349
26382,352
26383,356
26384,362
26385,368
26386,358
26387,354
26388,344
26389,361
26390,369
26391,352
26392,365
26393,343
26394,368
26395,353
26396,358
26397,351
26398,340
26399,369
26400,369
26401,358
26402,353
26403,368
26404,361
26405,349
26406,360
26407,349
26408,343
26409,369
26410,340
26411,363
26412,350
26413,347
26414,353
26415,365
26416,370
26417,366
26418,366
26419,357
26420,348
26421,345
26422,358
26423,349
26424,360
26425,357
26426,365
26427,349
26428,346
26429,363
26430,343
26431,364
26432,349
26433,344
26434,340
26435,344
26436,341
26437,355
26438,354
26439,370
26440,363
26441,353
26442,364
26443,347
26444,361
26445,368
26446,347
26447,353
26448,344
26449,345
26450,342
26451,366
26452,359
26453,359
26454,347
26455,367
26456,355
26457,361
26458,368
26459,343
26460,360
26461,366
26462,357
26463,355
26464,347
26465,343
26466,349
26467,355
26468,368
26469,369
26470,363
26471,363
26472,360
26473,366
26474,342
26475,346
26476,370
26477,362
26478,365
26479,346
26480,367
26481,345
26482,349
26483,363
26484,362
26485,341
26486,366
26487,346
26488,370
26489,366
26490,369
26491,349
26492,342
26493,369
26494,346
26495,358
26496,353
26497,367
26498,341
26499,341
26500,362
26501,348
26502,361
26503,370
26504,350
26505,341
26506,349
26507,347
26508,365
26509,370
26510,362
26511,363
26512,357
26513,340
26514,355
26515,348
26516,368
26517,348
26518,366
26519,354
26520,347
26521,346
26522,355
26523,357
26524,346
26525,353
26526,344
26527,358
26528,364
26529,344
26530,348
26531,361
26532,343
26533,369
26534,366
26535,368
26536,370
26537,355
26538,344
26539,353
26540,357
26541,353
26542,363
26543,349
26544,363
26545,344
26546,358
26547,368
26548,342
26549,364
26550,362
26551,361
26552,351
26553,340
26554,341
26555,348
26556,364
26557,358
26558,359
26559,370
26560,344
26561,344
26562,348
26563,369
26564,345
26565,362
26566,370
26567,361
26568,353
26569,356
26570,351
26571,367
26572,350
26573,366
26574,345
26575,354
26576,361
26577,369
26578,356
26579,357
26580,366
26581,353
26582,362
26583,366
26584,356
26585,364
26586,359
26587,363
26588,357
26589,350
26590,370
26591,363
26592,347
26593,356
26594,360
26595,358
26596,356
26597,352
26598,363
26599,349
26600,363
26601,342
26602,369
26603,364
26604,348
26605,367
26606,341
26607,363
26608,341
26609,366
26610,342
26611,358
26612,348
26613,362
26614,352
26615,345
26616,358
26617,370
26618,369
26619,347
26620,367
26621,362
26622,353
26623,355
26624,342
26625,357
26626,367
26627,341
26628,356
26629,350
26630,362
26631,368
26632,353
26633,369
26634,359
26635,347
26636,360
26637,365
26638,366
26639,355
26640,340
26641,362
26642,358
26643,353
26644,368
26645,368
26646,342
26647,342
26648,358
26649,345
26650,359
26651,357
26652,341
26653,350
26654,344
26655,342
26656,355
26657,364
26658,345
26659,340
26660,368
26661,344
26662,361
26663,342
26664,359
26665,358
26666,361
26667,354
26668,340
26669,351
26670,364
26671,358
26672,354
26673,350
26674,344
26675,353
26676,365
26677,345
26678,368
26679,347
26680,362
26681,358
26682,346
26683,343
26684,340
26685,350
26686,345
26687,359
26688,356
26689,361
26690,347
26691,353
26692,363
26693,347
26694,355
26695,363
26696,357
26697,367
26698,359
26699,367
26700,367
26701,341
26702,365
26703,361
26704,357
26705,358
26706,358
26707,344
26708,367
26709,357
26710,368
26711,370
26712,365
26713,351
26714,346
26715,358
26716,340
26717,370
26718,350
26719,366
26720,344
26721,367
26722,366
26723,353
26724,356
